relationship
老龄化 - ASSOCIATED_WITH -> 经济减速
老龄化 - ASSOCIATED_WITH -> 家庭负担增加
老龄化 - ASSOCIATED_WITH -> 个人发展机会减少
养老观念 - BELONGS_TO -> 中国人
养老方式 - BELONGS_TO -> 中国人
今天的中国老年人 - CHANGE_TO -> 不仅仅是负担，而是能发挥很多积极能量的群体
老年人 - IS_NOT -> 一穷二白，守着两亩薄田过活的人
这个时代的老人 - COMPARED_TO -> 过去中国历史任何一个时期的老人
这个时代的老人 - LIKELY_TO_HAVE -> 更多的钱
钱 - POSSIBLE_FORM -> 房子
钱 - POSSIBLE_FORM -> 退休金
钱 - POSSIBLE_FORM -> 宅基地
这个时代的老人 - HAVE_IF_NOT_OTHERS -> 国家兜底的养老金
国家兜底的养老金 - EXISTENCE -> 是
国家兜底的养老金 - COMPARISON_TO_PAST -> 以前
国家兜底的养老金 - COMPARISON_RESULT -> 总体上要比以前更好
中国60岁以上的高净值人群 - PERCENTAGE_OF -> 5%
高净值人群 - HAS_INVESTMENT_ASSET -> 1000万以上
富人 - HAS_ASSET -> 1000万以上
很多老人 - IS_STATE_OF -> 财富自由
大批的青年人 - BEHAVIOR -> 躺平
大批的青年人 - BEHAVIOR -> 啃老
啃老 - REQUIRES -> 可啃的老人
可啃的老人 - DESCRIPTION -> 先富起来的老人
万维钢老师 - ARTICLE_AUTHOR -> 内容简介
万维钢老师 - BOOK_REVIEW_AUTHOR -> 内容简介
内容简介 - THEME -> 用理工科思维理解世界
本书 - CONTAINS -> 万维钢老师的文章和书评
本书 - THEME -> 用理工科思维理解世界
作者 - USES -> 有趣的实验、数据
作者 - INTERPRETS -> 感性的事物
作者 - INVOLVED_IN -> 行为经济学、认知心理学、社会学、统计学、物理
作者 - PROVIDES -> 认知的新方法
新方法 - IS_EQUIVALENT_TO_READING -> 十几本经过筛选、再创作及通俗化处理的巨著
十几本经过筛选、再创作及通俗化处理的巨著 - HAS_TRAIT -> 有趣
十几本经过筛选、再创作及通俗化处理的巨著 - HAS_TRAIT -> 有营养
万万没想到：用理工科思维理解世界 - AUTHOR -> 万维钢
万万没想到：用理工科思维理解世界 - PUBLISHED_BY -> 电子工业出版社
万万没想到：用理工科思维理解世界 - PUBLISHED_YEAR -> 2014
