relationship
王志纲 - PUBLISHED -> 年度报告2021
年度报告2021 - TALK_TOPIC -> 硬科技发力：为什么新机会反而在中西部？
年度报告2021 - TALK_TOPIC -> 协作共赢：民营企业的机会究竟在哪？
年度报告2021 - TALK_TOPIC -> 卖生活：房产企业怎么才能活下去？
年度报告2021 - TALK_TOPIC -> 公平优先：为什么“双减”不是偶然的政策变量？
年度报告2021 - TALK_TOPIC -> 老而不衰：为什么老龄化是个商业问题？
年度报告2021 - TALK_TOPIC -> 家风胜万贯：为什么要关注民营企业二代传承问题？
年度报告2021 - TALK_TOPIC -> 好人赚钱：为什么共同富裕不只是要分蛋糕？
年度报告2021 - TALK_TOPIC -> 大国博弈：为什么碳中和不只是环保问题？
年度报告2021 - TALK_TOPIC -> 算经济账：为什么要从成本博弈看中美关系？
年度报告2021 - TALK_TOPIC -> 个人定位：为什么内卷不是时代的错？
志纲 - WELCOME_TO -> 年度报告2021
我 - SELF_INTRODUCE -> 智
纲智库 - FOUNDED_BY -> 我
我 - WORKS_AS -> 战略咨询师
我 - PARTICIPATED_IN -> 茅台、碧桂园、万达、龙湖地产等企业转型和战略制定
战略 - DIFFERENT_FROM -> 管理
我 - HAS_OBSERVATION_PERSPECTIVE -> 战略思维
战略思维 - DESCRIBED_AS -> 在关键时刻，做好重大抉择
战略思维 - CAN_HELP_TO -> 找到关键时期的关键变量，去做正确的事和正确地做事
战略思维 - COMPARED_TO -> 解牛刀
我 - USES_TOOL -> 解牛刀
解牛刀 - USAGE_GOAL -> 寻找小道理背后的大道理
我 - COOPERATED_WITH -> 碧桂园
中国的地产市场 - EXPERIENCED -> 最大的一次宏观调控
碧桂园 - HAS_OWNER -> 碧桂园的老板
碧桂园 - COOPERATED_WITH -> 我们
碧桂园 - SOLVED_PROBLEM_FOR -> 珠三角先富起来的人群
碧桂园 - USED_STRATEGY -> 反弹琵琶，围魏救赵
碧桂园 - CREATED -> 贵族学校
碧桂园 - SOLVED_PROBLEM_BY -> 教育储备金
这个项目 - EXPECTED_OUTCOME -> 营造了一种美好的生活
这个项目 - EXPECTED_OUTCOME -> 五星级的家
这个项目 - ATTRACTS -> 家长
这个项目 - INCLUDES_SERVICE -> 照顾孩子
这个项目 - INCLUDES_SERVICE -> 托付家和生活
中国经济 - IS_FACING -> 上下半场的转型
大道理 - AFFECTS -> 小道理
教培行业 - HAS_CHANGED -> 巨大的变化
国家 - EMPHASIZES -> 教育公平
房产行业 - WAS_CHARACTERIZED_BY -> 高杠杆、快周转、金融化
房产行业 - WILL_STRENGTHEN -> 民生属性
民企 - 遇到 -> 困境
民企 - 被接盘 -> 当地国资委
民企 - 能互补 -> 国企
我 - 采用 -> 观察方法
我 - 无法提供 -> 太多知识
我 - 给你 -> 战略思维
我 - 为你挑选 -> 这份报告
区域发展 - 是 -> 年有重大影响且能反映时代变局的议题
中美博弈 - 是 -> 年有重大影响且能反映时代变局的议题
共同富裕 - 是 -> 年有重大影响且能反映时代变局的议题
房地产 - 是 -> 年有重大影响且能反映时代变局的议题
教育 - 是 -> 年有重大影响且能反映时代变局的议题
碳中和 - 是 -> 年有重大影响且能反映时代变局的议题
老龄化 - 是 -> 年有重大影响且能反映时代变局的议题
二代传承 - 是 -> 年有重大影响且能反映时代变局的议题
内卷 - 是 -> 年有重大影响且能反映时代变局的议题
中国经济 - 转型方向 -> 高质量
中国经济 - 转型后经济引擎 -> 硬科技
城市发展潜力 - 可能转移 -> 中西部地区
碳中和 - MENTIONED_IN -> 文本
养老产业 - MENTIONED_IN -> 文本
教培 - MENTIONED_IN -> 文本
房地产 - MENTIONED_IN -> 文本
民营企业 - MENTIONED_IN -> 文本
国企 - MENTIONED_IN -> 文本
中国 - MENTIONED_IN -> 文本
王志纲 - AUTHOR_OF -> 《王志纲年度报告·2021》
《王志纲年度报告·2021》 - PUBLISHED_BY -> 得到App
南方 - HAS_ECONOMIC_PERCEPTION -> 南强北弱、南快北慢
北方城市 - PERFORMS_LESS_THAN -> 南方城市
GDP前十的城市 - INCLUDES -> 北京
东南沿海 - IS_TARGETED_BY -> 有理想想闯出一番事业的人
珠三角 - IS_TARGETED_BY -> 有理想想闯出一番事业的人
长三角 - IS_TARGETED_BY -> 有理想想闯出一番事业的人
经济学家 - ADVOCATES -> 向南、向南！
沿海经济 - IS_OVERLOOKED_FOR -> 中西部发力
中西部 - WILL_BECOME -> 中国经济增长的新亮点
大学生 - WANTS_TO_WORK_IN -> 南方城市
北方省份 - HAS_GDP_SHARE -> 35%
南方 - HAS_GDP_SHARE -> 65%
经济学人 - PUBLISHED_IN -> 英国
中国最具经济潜力城市 - PUBLISHED_BY -> 经济学人
杭州 - RANKED_AT -> 1
深圳 - RANKED_AFTER -> 杭州
广州 - RANKED_AFTER -> 深圳
上海 - RANKED_AFTER -> 广州
珠海 - RANKED_AFTER -> 上海
沿海 - HAS_CHARACTERISTIC -> 通江达海
沿海 - HAS_CHARACTERISTIC -> 物流成本低
沿海 - HAS_CHARACTERISTIC -> 人力成本低
沿海地区 - INHERITED_FROM -> 亚洲四小龙
沿海地区 - INHERITED_INDUSTRY -> 劳动密集型产业
广东的东莞 - PRODUCED -> 衣服、鞋帽
东南沿海地区 - HAS_ECONOMIC_ACTIVITY -> 民营经济
制衣厂 - LOCATED_IN -> 东南沿海地区
电子厂 - LOCATED_IN -> 东南沿海地区
制衣厂和电子厂 - ATTRACTS -> 农民工
东南沿海地区 - IS_DESTINATION_FOR -> 冒险家
广东省 - WAS_PEAK_YEAR_FOR_TRADE -> 1994年
广东省 - TRADE_PERCENTAGE_OF_NATIONAL_TOTAL -> 41%
广东省 - TRADE_PERCENTAGE_OF_NATIONAL_TOTAL_2023 -> 21%
中国 - TRADE_DEPENDENCY_2012 -> 45%
中国 - TRADE_DEPENDENCY_2020 -> Unknown
硬科技 - DESCRIPTION -> 与实体产业息息相关的核心底层技术
硬科技 - EXAMPLES -> 光电芯片、人工智能、生物技术、新材料、新能源、智能制造
硬科技企业 - DEPENDENCY -> 大量的专业人才和技术积累
硬科技企业 - DEPENDENCY -> 有耐心的资本
南方沿海地区 - LOSING_ADVANTAGE -> 硬科技上长期投入
中西部 - ADVANTAGE_FOR -> 硬科技企业
中西部 - INCLUDES -> 河南、安徽、湖北、四川、重庆
沿海地区 - LIMITATION -> 高校和科研院所有限
中西部 - HAS_CHARACTERISTIC -> 科技人才资源丰富
中西部 - HAS_CHARACTERISTIC -> 政府积极引入硬科技企业
武汉 - HAS_CHARACTERISTIC -> 拥有130多万在校大学生
武汉 - IS_KNOWN_AS -> 大学之城
合肥 - IS_EXAMPLE_OF -> 中西部城市政府积极引入硬科技企业
合肥 - BECAME -> 明星城市
科大讯飞 - HAS_POTENTIAL -> null
蔚来汽车 - HAS_POTENTIAL -> null
量子科学 - HAS_POTENTIAL -> null
合肥 - HAS_VENTURE_CAPITAL_FIRM -> 创投公司
合肥 - SUPPORTS -> 高新科技企业
合肥 - HAS_LEADING_COMPANY_IN -> 量子通信
合肥 - HAS_LEADING_COMPANY_IN -> 动态储存芯片
合肥 - HAS_LEADING_COMPANY_IN -> 显示玻璃
武汉 - HAS_COMPANY_FILLING_GAP -> 特种光纤企业
中西部 - HAS_POTENTIAL_FOR_GROWTH -> null
中西部 - WILL_EMERGE_AS -> 新一线城市
我 - VISITED -> 武汉
腾讯 - RELATED_TO -> 华科
华为 - RELATED_TO -> 华科
华科 - ALSO_KNOWN_AS -> 华中科技大学
华中科技大学 - ALUMNI_OF -> 孟晚舟
华中科技大学 - ALUMNI_OF -> 张小龙
张小龙 - WORKS_FOR -> 腾讯
张小龙 - KNOWN_FOR -> 微信之父
腾讯 - EMPLOYS_MANY_FROM -> 华科
华为 - EMPLOYS_MANY_FROM -> 华科
大学生 - PREFER_LOCATION -> 成都、武汉
武汉 - ADVANTAGEOUS_FOR -> 房价便宜
武汉 - ADVANTAGEOUS_FOR -> 结婚成本低
武汉 - ADVANTAGEOUS_FOR -> 能赡养父母
农民 - ACTION_DESCRIBED -> 背井离乡
今天你们 - ACTION_DESCRIBED -> 离土不离乡
中西部 - DEVELOPMENT_SUPPORTED_BY -> 消费拉动
消费 - IS_MAIN_DRIVER -> 中国增长
内需时代 - IMPACTS -> 中部消费市场
中部 - CHARACTERISTICS -> 人口众多、基数最大、活力最强
大企业 - LOCATION_CHOICE -> 中部
你 - ADVICE_GIVEN -> 关注中西部区域的中心城市，特别是大都市圈的发展
你 - ADVICE_GIVEN -> 从多元维度思考
你 - GOAL_POSSIBLE -> 在武汉、合肥、郑州这样的中部城市实现'三生有幸'
王志纲 - PRESENT_IN -> 下一讲
教育“双减”政策 - IS_DESCRIBED_AS -> 偶然现象
政策调控 - WILL_RECOVER_TO -> 平稳温和的状态
双减 - IS_DESCRIBED_AS -> 不是偶然现象
政策变量 - HAS_CHANGED -> 底层逻辑
底层逻辑 - AFFECTS -> 更多行业
教培行业 - HAS_CHARACTERISTIC -> 商业模式很清晰，市场需求旺盛
教培行业 - HAS_RELATIONSHIP_WITH -> 资本
教培行业 - RELATED_TO -> 电梯广告
教培行业 - RELATED_TO -> 综艺节目广告
政策变量 - ALIGNED_WITH -> 国家战略
教培行业震动 - VIOLATES -> 公平原则
效率和公平 - IS_CONTRADICTION -> 无
改革开放上半场 - PRIORITY -> 效率
改革开放上半场 - SECONDARY_PRIORITY -> 公平
改革开放上半场 - LOGIC_FOLLOWED -> 华尔街规则
华尔街规则 - DESCRIPTION -> 追求母鸡下蛋能力最大化，快速扩张
现在 - PRIORITY_CHANGED -> 兼顾效率与公平
现在 - GOAL -> 共同富裕
教育 - IS_ESSENTIAL_FOR -> 改变命运
教培行业 - BECAME -> 资本追捧的风口
教育 - BECAME -> 纯粹的生意
教培行业 - BEHAVED_INCONSISTENTLY -> 国家战略方向
教育负担 - INCREASES -> 养育孩子的负担
人口问题 - IMPACTED_BY -> 教育负担
政府 - PRIORITY -> 人口问题
“三胎”生育政策 - INTRODUCED_YEAR -> 年
“三胎”生育政策 - INCLUDES_MEASURE -> 延长生育假、陪产假
教培行业 - INCREASES_COST_DUE_TO -> 大量资本注入
教培行业 - CREATES_ANXIETY_VIA -> 铺天盖地的广告
教育“双减” - AIMS_TO_REDUCE -> 孩子的负担
教育“双减” - AIMS_TO_REDUCE -> 家长的焦虑
教育“双减”政策 - AIMS_TO -> 促进公平，促进生育
教育“双减”政策 - BELONGS_TO -> 政策变量
共同富裕 - BELONGS_TO -> 政策变量
共同富裕 - IS_RELATED_TO -> 中国传统思想“天下大同”
共同富裕 - IS_RELATED_TO -> 社会主义的本质目标
人口问题 - BELONGS_TO -> 政策变量
人口问题 - AFFECTS -> 教培行业
资本无序扩张 - BELONGS_TO -> 政策变量
碳中和战略 - BELONGS_TO -> 政策变量
蚂蚁金服事件 - IS_ASSOCIATED_WITH -> 蚂蚁金服
美团事件 - IS_ASSOCIATED_WITH -> 美团
滴滴事件 - IS_ASSOCIATED_WITH -> 滴滴
蚂蚁金服 - BELONGS_TO -> 互联网巨头
美团 - BELONGS_TO -> 互联网巨头
滴滴 - BELONGS_TO -> 互联网巨头
华尔街规则 - IS_CONSIDERED_AS -> 在中国失效的规则
华尔街规则 - WILL_BE_AFFECTED_BY -> 严格管束
资本玩法 - WILL_BE_AFFECTED_BY -> 严格管束
企业 - SHOULD_PURSUE -> 创造更多社会价值
企业 - SHOULD_PURSUE -> 满足人民对美好生活的追求
中央经济工作会议 - MENTIONED -> 两条底线
资本 - NEEDS_TO_HAVE -> 红绿灯
资本 - SHOULD_PREVENT -> 野蛮生长
硬科技 - IS_PART_OF -> 国家重点发展的领域
